Ports,Region,Cntr Cycle Name,Cntr No,Cntr Size,cntr_trxn_id,Dpd Dpe,In Time,Is Empty,Max,orgname,Out Time,Transportmode
APSEZ,Western,EXPORT,TRHU1678537,20,,,18/7/2020 03:55,,32349328,Adani International Container Terminal (AICTPL),26/7/2020 07:20,RAIL
APSEZ,Western,EXPORT,BMOU2427550,20,,,20/7/2020 06:40,,32815829,Adani International Container Terminal (AICTPL),26/7/2020 06:37,RAIL
APSEZ,Western,EXPORT,MEDU3420566,20,,,20/7/2020 05:07,,32817886,Adani International Container Terminal (AICTPL),26/7/2020 06:37,RAIL
APSEZ,Western,EXPORT,TRHU1550607,20,,,20/7/2020 06:02,,32825786,Adani International Container Terminal (AICTPL),26/7/2020 11:38,RAIL
APSEZ,Western,EXPORT,FCIU5765672,20,,,20/7/2020 04:54,,32831758,Adani International Container Terminal (AICTPL),26/7/2020 06:51,RAIL
APSEZ,Western,EXPORT,TCLU7688125,20,,,22/7/2020 00:11,,32838628,Adani International Container Terminal (AICTPL),26/7/2020 11:33,RAIL
APSEZ,Western,EXPORT,MEDU6795838,20,,,20/7/2020 19:18,,32841567,Adani International Container Terminal (AICTPL),26/7/2020 08:38,RAIL
APSEZ,Western,EXPORT,MEDU2025340,20,,,20/7/2020 09:35,,32843242,Adani International Container Terminal (AICTPL),26/7/2020 08:30,RAIL
APSEZ,Western,EXPORT,MEDU3077605,20,,,20/7/2020 09:15,,32844040,Adani International Container Terminal (AICTPL),26/7/2020 11:29,RAIL
APSEZ,Western,EXPORT,CAIU2522428,20,,,17/7/2020 21:23,,32882401,Adani International Container Terminal (AICTPL),26/7/2020 11:29,RAIL
APSEZ,Western,EXPORT,BEAU2779089,20,,,12/7/2020 01:36,,32923451,Adani International Container Terminal (AICTPL),26/7/2020 07:36,RAIL
APSEZ,Western,EXPORT,MEDU6700508,20,,,11/7/2020 03:38,,32927211,Adani International Container Terminal (AICTPL),26/7/2020 10:42,RAIL
APSEZ,Western,EXPORT,DRYU2696523,20,,,18/7/2020 18:04,,32950142,Adani International Container Terminal (AICTPL),26/7/2020 08:45,RAIL
APSEZ,Western,EXPORT,TCKU1486140,20,,,17/7/2020 21:46,,32956331,Adani International Container Terminal (AICTPL),26/7/2020 11:21,RAIL
APSEZ,Western,EXPORT,CAIU3173188,20,,,17/7/2020 22:45,,32957390,Adani International Container Terminal (AICTPL),26/7/2020 10:50,RAIL
APSEZ,Western,EXPORT,FCIU3711569,20,,,17/7/2020 21:46,,32965180,Adani International Container Terminal (AICTPL),26/7/2020 11:21,RAIL
APSEZ,Western,EXPORT,MSCU1572835,20,,,17/7/2020 22:48,,32965206,Adani International Container Terminal (AICTPL),26/7/2020 11:15,RAIL
APSEZ,Western,EXPORT,FCIU3825772,20,,,11/7/2020 20:31,,33150019,Adani International Container Terminal (AICTPL),26/7/2020 06:40,RAIL
APSEZ,Western,EXPORT,FCIU4590013,20,,,19/7/2020 19:00,,33175325,Adani International Container Terminal (AICTPL),26/7/2020 08:51,RAIL
APSEZ,Western,EXPORT,TEMU2026550,20,,,12/7/2020 19:01,,33180689,Adani International Container Terminal (AICTPL),26/7/2020 06:40,RAIL
APSEZ,Western,EXPORT,TCLU3418287,20,,,12/7/2020 02:05,,33530454,Adani International Container Terminal (AICTPL),26/7/2020 06:48,RAIL
APSEZ,Western,EXPORT,TTNU1834032,20,,,21/7/2020 18:23,,33585794,Adani International Container Terminal (AICTPL),26/7/2020 09:03,RAIL
APSEZ,Western,EXPORT,DRYU2579342,20,,,20/7/2020 15:40,,33622357,Adani International Container Terminal (AICTPL),26/7/2020 06:58,RAIL
APSEZ,Western,EXPORT,MSCU3383527,20,,,20/7/2020 04:16,,33728924,Adani International Container Terminal (AICTPL),26/7/2020 07:43,RAIL
APSEZ,Western,EXPORT,TGHU1819145,20,,,18/7/2020 05:14,,33818568,Adani International Container Terminal (AICTPL),26/7/2020 06:16,RAIL
APSEZ,Western,EXPORT,TGHU0239991,20,,,20/7/2020 09:15,,33847449,Adani International Container Terminal (AICTPL),26/7/2020 11:35,RAIL
APSEZ,Western,EXPORT,GATU1174109,20,,,16/7/2020 15:55,,33932977,Adani International Container Terminal (AICTPL),26/7/2020 11:42,RAIL
APSEZ,Western,EXPORT,MSCU6146391,20,,,17/7/2020 22:45,,34117764,Adani International Container Terminal (AICTPL),26/7/2020 10:50,RAIL
APSEZ,Western,EXPORT,MSCU6095247,20,,,21/7/2020 20:41,,34158436,Adani International Container Terminal (AICTPL),26/7/2020 11:42,RAIL
APSEZ,Western,EXPORT,MSCU2581195,20,,,20/7/2020 08:59,,34158520,Adani International Container Terminal (AICTPL),26/7/2020 11:35,RAIL
APSEZ,Western,EXPORT,MSCU2576202,20,,,22/7/2020 01:58,,34158962,Adani International Container Terminal (AICTPL),26/7/2020 11:20,RAIL
APSEZ,Western,EXPORT,MSCU6775434,20,,,20/7/2020 08:59,,34159133,Adani International Container Terminal (AICTPL),26/7/2020 11:38,RAIL
APSEZ,Western,EXPORT,TEMU3946548,20,,,21/7/2020 21:51,,34165667,Adani International Container Terminal (AICTPL),26/7/2020 11:37,RAIL
APSEZ,Western,EXPORT,MEDU2582599,20,,,22/7/2020 00:12,,34165668,Adani International Container Terminal (AICTPL),26/7/2020 11:26,RAIL
APSEZ,Western,EXPORT,MSCU6688978,20,,,21/7/2020 21:51,,34185305,Adani International Container Terminal (AICTPL),26/7/2020 11:37,RAIL
APSEZ,Western,EXPORT,EISU2171091,20,,,17/7/2020 07:22,,34206600,Adani International Container Terminal (AICTPL),26/7/2020 07:06,RAIL
APSEZ,Western,EXPORT,CARU3667696,20,,,20/7/2020 04:54,,34209224,Adani International Container Terminal (AICTPL),26/7/2020 06:43,RAIL
APSEZ,Western,EXPORT,MSCU6886968,20,,,11/7/2020 03:05,,34210045,Adani International Container Terminal (AICTPL),26/7/2020 10:35,RAIL
APSEZ,Western,EXPORT,EITU0553648,20,,,18/7/2020 01:52,,34224696,Adani International Container Terminal (AICTPL),26/7/2020 05:37,RAIL
APSEZ,Western,EXPORT,MEDU3477263,20,,,20/7/2020 04:31,,34234786,Adani International Container Terminal (AICTPL),26/7/2020 06:52,RAIL
APSEZ,Western,EXPORT,BMOU2644909,20,,,13/7/2020 22:12,,34235562,Adani International Container Terminal (AICTPL),26/7/2020 07:26,RAIL
APSEZ,Western,EXPORT,MEDU6503710,20,,,12/7/2020 02:22,,34237631,Adani International Container Terminal (AICTPL),26/7/2020 07:38,RAIL
APSEZ,Western,EXPORT,MEDU2900658,20,,,21/7/2020 23:54,,34245031,Adani International Container Terminal (AICTPL),26/7/2020 11:33,RAIL
APSEZ,Western,EXPORT,FCIU3955061,20,,,17/7/2020 10:47,,34262761,Adani International Container Terminal (AICTPL),26/7/2020 06:06,RAIL
APSEZ,Western,EXPORT,TRHU1904146,20,,,18/7/2020 07:40,,34272483,Adani International Container Terminal (AICTPL),26/7/2020 06:04,RAIL
APSEZ,Western,EXPORT,FCIU5622429,20,,,22/7/2020 00:38,,34290387,Adani International Container Terminal (AICTPL),26/7/2020 09:22,RAIL
APSEZ,Western,EXPORT,TCLU3007590,20,,,22/7/2020 00:12,,34290436,Adani International Container Terminal (AICTPL),26/7/2020 11:26,RAIL
APSEZ,Western,EXPORT,MEDU5349370,20,,,14/7/2020 01:26,,34302904,Adani International Container Terminal (AICTPL),26/7/2020 06:09,RAIL
APSEZ,Western,EXPORT,FCIU3673129,20,,,14/7/2020 06:53,,34308507,Adani International Container Terminal (AICTPL),26/7/2020 11:48,RAIL
APSEZ,Western,EXPORT,FCIU4330593,20,,,14/7/2020 06:53,,34308508,Adani International Container Terminal (AICTPL),26/7/2020 11:47,RAIL
APSEZ,Western,EXPORT,MEDU3288207,20,,,14/7/2020 06:44,,34308542,Adani International Container Terminal (AICTPL),26/7/2020 07:32,RAIL
APSEZ,Western,EXPORT,TRHU2179430,20,,,18/7/2020 10:27,,34313246,Adani International Container Terminal (AICTPL),26/7/2020 11:48,RAIL
APSEZ,Western,EXPORT,MEDU6263326,20,,,22/7/2020 00:38,,34322608,Adani International Container Terminal (AICTPL),26/7/2020 08:46,RAIL
APSEZ,Western,EXPORT,TRHU3177323,20,,,18/7/2020 12:00,,34347862,Adani International Container Terminal (AICTPL),26/7/2020 06:13,RAIL
APSEZ,Western,EXPORT,FSCU3376916,20,,,16/7/2020 01:34,,34379459,Adani International Container Terminal (AICTPL),26/7/2020 07:22,RAIL
APSEZ,Western,EXPORT,MSCU3562060,20,,,16/7/2020 01:11,,34379492,Adani International Container Terminal (AICTPL),26/7/2020 07:22,RAIL
APSEZ,Western,EXPORT,DRYU2576003,20,,,17/7/2020 18:10,,34401071,Adani International Container Terminal (AICTPL),26/7/2020 05:36,RAIL
APSEZ,Western,EXPORT,TEMU0127623,20,,,17/7/2020 00:33,,34412296,Adani International Container Terminal (AICTPL),26/7/2020 05:34,RAIL
APSEZ,Western,EXPORT,EISU2189059,20,,,18/7/2020 05:02,,34420389,Adani International Container Terminal (AICTPL),26/7/2020 07:01,RAIL
APSEZ,Western,EXPORT,SLSU2028760,20,,,21/7/2020 05:50,,34437844,Adani International Container Terminal (AICTPL),26/7/2020 06:57,RAIL
APSEZ,Western,EXPORT,EITU0598982,20,,,19/7/2020 01:25,,34443301,Adani International Container Terminal (AICTPL),26/7/2020 08:17,RAIL
APSEZ,Western,EXPORT,FCIU2813967,20,,,19/7/2020 00:56,,34443302,Adani International Container Terminal (AICTPL),26/7/2020 10:40,RAIL
APSEZ,Western,EXPORT,MEDU2095266,20,,,17/7/2020 22:48,,34444338,Adani International Container Terminal (AICTPL),26/7/2020 11:16,RAIL
APSEZ,Western,EXPORT,CRSU1430872,20,,,17/7/2020 18:50,,34444349,Adani International Container Terminal (AICTPL),26/7/2020 07:48,RAIL
APSEZ,Western,EXPORT,TGHU1800200,20,,,19/7/2020 10:47,,34450004,Adani International Container Terminal (AICTPL),26/7/2020 07:34,RAIL
APSEZ,Western,EXPORT,DRYU2269938,20,,,21/7/2020 01:19,,34454701,Adani International Container Terminal (AICTPL),26/7/2020 09:56,RAIL
APSEZ,Western,EXPORT,MEDU2734691,20,,,18/7/2020 01:19,,34457956,Adani International Container Terminal (AICTPL),26/7/2020 06:16,RAIL
APSEZ,Western,EXPORT,CSLU1571115,20,,,20/7/2020 15:54,,34461857,Adani International Container Terminal (AICTPL),26/7/2020 07:04,RAIL
APSEZ,Western,EXPORT,EGHU3690704,20,,,18/7/2020 18:22,,34462869,Adani International Container Terminal (AICTPL),26/7/2020 09:55,RAIL
APSEZ,Western,EXPORT,EITU3014974,20,,,18/7/2020 18:46,,34462871,Adani International Container Terminal (AICTPL),26/7/2020 09:38,RAIL
APSEZ,Western,EXPORT,EGHU3266996,20,,,19/7/2020 13:48,,34465612,Adani International Container Terminal (AICTPL),26/7/2020 06:38,RAIL
APSEZ,Western,EXPORT,EITU0274134,20,,,19/7/2020 13:42,,34465613,Adani International Container Terminal (AICTPL),26/7/2020 05:34,RAIL
APSEZ,Western,EXPORT,BHCU3108672,20,,,16/7/2020 19:24,,34466725,Adani International Container Terminal (AICTPL),26/7/2020 07:32,RAIL
APSEZ,Western,EXPORT,ZIMU1400398,20,,,20/7/2020 20:39,,34472315,Adani International Container Terminal (AICTPL),26/7/2020 11:46,RAIL
APSEZ,Western,EXPORT,TCLU3620560,20,,,18/7/2020 14:55,,34472865,Adani International Container Terminal (AICTPL),26/7/2020 08:45,RAIL
APSEZ,Western,EXPORT,MEDU3273948,20,,,21/7/2020 03:08,,34478705,Adani International Container Terminal (AICTPL),26/7/2020 09:47,RAIL
APSEZ,Western,EXPORT,FCIU3532199,20,,,20/7/2020 19:18,,34486654,Adani International Container Terminal (AICTPL),26/7/2020 07:10,RAIL
APSEZ,Western,EXPORT,GLDU2227170,20,,,20/7/2020 05:07,,34486655,Adani International Container Terminal (AICTPL),26/7/2020 06:43,RAIL
APSEZ,Western,EXPORT,MEDU2787259,20,,,20/7/2020 04:16,,34486659,Adani International Container Terminal (AICTPL),26/7/2020 07:43,RAIL
APSEZ,Western,EXPORT,TCLU2077720,20,,,20/7/2020 17:22,,34486669,Adani International Container Terminal (AICTPL),26/7/2020 10:40,RAIL
APSEZ,Western,EXPORT,BSIU2694382,20,,,18/7/2020 10:58,,34489657,Adani International Container Terminal (AICTPL),26/7/2020 07:32,RAIL
APSEZ,Western,EXPORT,DRYU2741392,20,,,20/7/2020 02:33,,34490368,Adani International Container Terminal (AICTPL),26/7/2020 07:07,RAIL
APSEZ,Western,EXPORT,MEDU5210260,20,,,20/7/2020 09:35,,34491438,Adani International Container Terminal (AICTPL),26/7/2020 06:27,RAIL
APSEZ,Western,EXPORT,EISU2173330,20,,,19/7/2020 13:48,,34503829,Adani International Container Terminal (AICTPL),26/7/2020 06:15,RAIL
APSEZ,Western,EXPORT,TLLU2015140,20,,,19/7/2020 13:17,,34503856,Adani International Container Terminal (AICTPL),26/7/2020 06:11,RAIL
APSEZ,Western,EXPORT,MSCU3397963,20,,,22/7/2020 01:15,,34525296,Adani International Container Terminal (AICTPL),26/7/2020 10:22,RAIL
APSEZ,Western,EXPORT,MEDU6377680,20,,,20/7/2020 02:29,,34529853,Adani International Container Terminal (AICTPL),26/7/2020 07:04,RAIL
APSEZ,Western,EXPORT,UETU2304658,20,,,20/7/2020 16:34,,34538451,Adani International Container Terminal (AICTPL),26/7/2020 06:58,RAIL
APSEZ,Western,EXPORT,MEDU2080179,20,,,20/7/2020 06:40,,34538789,Adani International Container Terminal (AICTPL),26/7/2020 10:22,RAIL
APSEZ,Western,EXPORT,MEDU5625040,20,,,21/7/2020 23:21,,34542224,Adani International Container Terminal (AICTPL),26/7/2020 09:34,RAIL
APSEZ,Western,EXPORT,TCLU2714406,20,,,21/7/2020 20:41,,34543778,Adani International Container Terminal (AICTPL),26/7/2020 11:42,RAIL
APSEZ,Western,EXPORT,CAXU3153244,20,,,23/7/2020 17:06,,34544127,Adani International Container Terminal (AICTPL),26/7/2020 09:36,RAIL
APSEZ,Western,EXPORT,FCIU3761770,20,,,23/7/2020 14:17,,34544131,Adani International Container Terminal (AICTPL),26/7/2020 11:21,RAIL
APSEZ,Western,EXPORT,MEDU1544336,20,,,23/7/2020 16:01,,34544136,Adani International Container Terminal (AICTPL),26/7/2020 09:38,RAIL
APSEZ,Western,EXPORT,TEMU2261544,20,,,20/7/2020 06:41,,34549992,Adani International Container Terminal (AICTPL),26/7/2020 09:55,RAIL
APSEZ,Western,EXPORT,MEDU3087373,20,,,22/7/2020 11:54,,34575008,Adani International Container Terminal (AICTPL),26/7/2020 07:41,RAIL
APSEZ,Western,EXPORT,SEGU2309019,20,,,24/7/2020 16:17,,34603602,Adani International Container Terminal (AICTPL),26/7/2020 09:03,RAIL
APSEZ,Western,EXPORT,MSCU6883212,20,,,23/7/2020 19:29,,34613300,Adani International Container Terminal (AICTPL),26/7/2020 05:49,RAIL
APSEZ,Western,EXPORT,TEMU2870073,20,,,23/7/2020 11:27,,34618477,Adani International Container Terminal (AICTPL),26/7/2020 06:29,RAIL
APSEZ,Western,EXPORT,ARDU2111781,20,,,24/7/2020 02:19,,34627842,Adani International Container Terminal (AICTPL),26/7/2020 10:50,RAIL
APSEZ,Western,EXPORT,NYKU3115553,20,,,24/7/2020 10:03,,34688353,Adani International Container Terminal (AICTPL),26/7/2020 07:31,RAIL
Chennai Port,Southern,EXPORT,SAXU2021974,20,,N,21/7/2020 00:00,,31835333,Chennai Container Terminal Pvt. Ltd. (CCTL),27/7/2020 16:54,TRUCK
Chennai Port,Southern,EXPORT,SAXU2025373,20,,N,2/8/2020 09:57,,31847479,Chennai Container Terminal Pvt. Ltd. (CCTL),4/8/2020 05:08,TRUCK
Chennai Port,Southern,EXPORT,RWAU2501309,20,,N,26/7/2020 09:34,,32535386,Chennai Container Terminal Pvt. Ltd. (CCTL),28/7/2020 18:12,TRUCK
Chennai Port,Southern,EXPORT,RFCU2260701,20,,N,25/7/2020 00:16,,32624600,Chennai Container Terminal Pvt. Ltd. (CCTL),29/7/2020 23:00,TRUCK
Chennai Port,Southern,EXPORT,RFCU2263017,20,,N,11/8/2020 18:10,,33291437,Chennai Container Terminal Pvt. Ltd. (CCTL),16/8/2020 19:34,TRUCK
Chennai Port,Southern,EXPORT,RWAU2523798,20,,N,20/7/2020 20:19,,34026365,Chennai Container Terminal Pvt. Ltd. (CCTL),27/7/2020 14:07,TRUCK
Chennai Port,Southern,EXPORT,SEGU1106681,20,,N,14/8/2020 10:00,,34196280,Chennai Container Terminal Pvt. Ltd. (CCTL),19/8/2020 14:49,TRUCK
Chennai Port,Southern,EXPORT,SCZU7931497,20,,N,4/8/2020 17:56,,34474447,Chennai Container Terminal Pvt. Ltd. (CCTL),8/8/2020 09:04,TRUCK
Chennai Port,Southern,EXPORT,SEGU1092443,20,,N,20/7/2020 20:50,Y,34565994,Chennai Container Terminal Pvt. Ltd. (CCTL),9/8/2020 23:04,TRUCK
Chennai Port,Southern,EXPORT,SEGU1230291,20,,N,22/7/2020 19:27,N,34637309,Chennai Container Terminal Pvt. Ltd. (CCTL),29/7/2020 22:21,TRUCK
Chennai Port,Southern,EXPORT,SEGU1157328,20,,N,22/7/2020 23:24,Y,34641817,Chennai Container Terminal Pvt. Ltd. (CCTL),9/8/2020 22:13,TRUCK
Chennai Port,Southern,EXPORT,SEGU1234548,20,,N,23/7/2020 01:44,Y,34644762,Chennai Container Terminal Pvt. Ltd. (CCTL),26/7/2020 07:22,TRUCK
Chennai Port,Southern,EXPORT,RWAU2501042,20,,N,23/7/2020 18:50,N,34668388,Chennai Container Terminal Pvt. Ltd. (CCTL),28/7/2020 16:55,TRUCK
Chennai Port,Southern,EXPORT,RWAU2500690,20,,N,23/7/2020 18:36,N,34668390,Chennai Container Terminal Pvt. Ltd. (CCTL),28/7/2020 09:10,TRUCK
Chennai Port,Southern,EXPORT,SEGU1236725,20,,N,23/7/2020 22:58,Y,34674281,Chennai Container Terminal Pvt. Ltd. (CCTL),26/7/2020 07:41,TRUCK
Chennai Port,Southern,EXPORT,RWAU2523545,20,,N,24/7/2020 10:38,Y,34688457,Chennai Container Terminal Pvt. Ltd. (CCTL),26/7/2020 05:30,TRUCK
Chennai Port,Southern,EXPORT,RWAU2501660,20,,N,24/7/2020 23:44,N,34708948,Chennai Container Terminal Pvt. Ltd. (CCTL),28/7/2020 15:08,TRUCK
Chennai Port,Southern,EXPORT,RFCU2257816,20,,N,25/7/2020 01:03,N,34711748,Chennai Container Terminal Pvt. Ltd. (CCTL),29/7/2020 02:57,TRUCK
Chennai Port,Southern,EXPORT,SEGU1153235,20,,N,25/7/2020 07:36,,34715653,Chennai Container Terminal Pvt. Ltd. (CCTL),26/7/2020 07:17,TRUCK
Chennai Port,Southern,EXPORT,SEGU1130559,20,,N,25/7/2020 16:44,N,34730854,Chennai Container Terminal Pvt. Ltd. (CCTL),29/7/2020 13:29,TRUCK
Chennai Port,Southern,EXPORT,SEGU1049895,20,,N,25/7/2020 16:10,Y,34730867,Chennai Container Terminal Pvt. Ltd. (CCTL),27/7/2020 20:24,TRUCK
Chennai Port,Southern,EXPORT,RFCU4049914,40,,N,25/7/2020 22:34,N,34738627,Chennai Container Terminal Pvt. Ltd. (CCTL),29/7/2020 13:12,TRUCK
Chennai Port,Southern,EXPORT,SEGU1086420,20,,N,25/7/2020 23:13,Y,34739786,Chennai Container Terminal Pvt. Ltd. (CCTL),9/8/2020 21:45,TRUCK
Chennai Port,Southern,EXPORT,SEGU1150339,20,,N,26/7/2020 03:18,Y,34745288,Chennai Container Terminal Pvt. Ltd. (CCTL),9/8/2020 22:37,TRUCK
Chennai Port,Southern,EXPORT,SEGU1086013,20,,N,26/7/2020 17:12,Y,34760330,Chennai Container Terminal Pvt. Ltd. (CCTL),9/8/2020 22:09,TRUCK
Chennai Port,Southern,EXPORT,RWAU2500093,20,,N,27/7/2020 07:46,,34773539,Chennai Container Terminal Pvt. Ltd. (CCTL),28/7/2020 03:45,TRUCK
Chennai Port,Southern,EXPORT,SDCU8220370,20,,N,21/7/2020 23:38,N,34786092,Chennai Container Terminal Pvt. Ltd. (CCTL),27/7/2020 16:53,TRUCK
Chennai Port,Southern,EXPORT,RWAU2501124,20,,N,28/7/2020 01:48,,34794584,Chennai Container Terminal Pvt. Ltd. (CCTL),30/7/2020 01:44,TRUCK
Chennai Port,Southern,EXPORT,RWAU2500961,20,,N,28/7/2020 07:37,,34798116,Chennai Container Terminal Pvt. Ltd. (CCTL),30/7/2020 02:22,TRUCK
Chennai Port,Southern,EXPORT,RWAU2500792,20,,N,28/7/2020 02:12,N,34799343,Chennai Container Terminal Pvt. Ltd. (CCTL),30/7/2020 03:18,TRUCK
Chennai Port,Southern,EXPORT,RWAU2408916,20,,N,28/7/2020 12:26,N,34812398,Chennai Container Terminal Pvt. Ltd. (CCTL),29/7/2020 15:39,TRUCK
Chennai Port,Southern,EXPORT,RWAU2523606,20,,N,28/7/2020 16:25,,34815096,Chennai Container Terminal Pvt. Ltd. (CCTL),29/7/2020 15:02,TRUCK
Chennai Port,Southern,EXPORT,RWAU2523632,20,,N,28/7/2020 16:37,Y,34817178,Chennai Container Terminal Pvt. Ltd. (CCTL),3/8/2020 21:04,TRUCK
Chennai Port,Southern,EXPORT,RWAU2501340,20,,N,29/7/2020 10:25,,34835401,Chennai Container Terminal Pvt. Ltd. (CCTL),29/7/2020 15:08,TRUCK
Chennai Port,Southern,EXPORT,RWAU2408808,20,,N,29/7/2020 15:26,,34844910,Chennai Container Terminal Pvt. Ltd. (CCTL),29/7/2020 15:57,TRUCK
Chennai Port,Southern,EXPORT,RWAU2501736,20,,N,29/7/2020 22:57,,34852174,Chennai Container Terminal Pvt. Ltd. (CCTL),30/7/2020 05:10,TRUCK
Chennai Port,Southern,EXPORT,RWAU2502178,20,,N,30/7/2020 01:26,Y,34861112,Chennai Container Terminal Pvt. Ltd. (CCTL),3/8/2020 19:27,TRUCK
Chennai Port,Southern,EXPORT,SAJU2030495,20,,N,30/7/2020 07:39,,34864867,Chennai Container Terminal Pvt. Ltd. (CCTL),4/8/2020 00:49,TRUCK
Chennai Port,Southern,EXPORT,RFCU2338271,20,,N,31/7/2020 13:52,,34877992,Chennai Container Terminal Pvt. Ltd. (CCTL),3/8/2020 20:18,TRUCK
Chennai Port,Southern,EXPORT,SEGU1100467,20,,N,31/7/2020 08:55,Y,34898470,Chennai Container Terminal Pvt. Ltd. (CCTL),3/8/2020 17:21,TRUCK
Chennai Port,Southern,EXPORT,RFSU2003156,20,,N,31/7/2020 10:51,N,34901223,Chennai Container Terminal Pvt. Ltd. (CCTL),3/8/2020 12:34,TRUCK
Chennai Port,Southern,EXPORT,RFSU2002000,20,,N,31/7/2020 13:26,N,34904742,Chennai Container Terminal Pvt. Ltd. (CCTL),3/8/2020 20:18,TRUCK
Chennai Port,Southern,EXPORT,RFSU2001003,20,,N,31/7/2020 13:24,N,34904743,Chennai Container Terminal Pvt. Ltd. (CCTL),3/8/2020 20:04,TRUCK
Chennai Port,Southern,EXPORT,RFCU2360824,20,,N,31/7/2020 14:11,N,34905798,Chennai Container Terminal Pvt. Ltd. (CCTL),3/8/2020 20:02,TRUCK
Chennai Port,Southern,EXPORT,RWAU2501084,20,,N,31/7/2020 14:43,N,34905814,Chennai Container Terminal Pvt. Ltd. (CCTL),31/7/2020 21:50,TRUCK
Chennai Port,Southern,EXPORT,RWAU2500920,20,,N,31/7/2020 14:14,N,34905815,Chennai Container Terminal Pvt. Ltd. (CCTL),31/7/2020 15:29,TRUCK
Chennai Port,Southern,EXPORT,SEGU1235014,20,,N,31/7/2020 19:39,Y,34911934,Chennai Container Terminal Pvt. Ltd. (CCTL),3/8/2020 08:33,TRUCK
Chennai Port,Southern,EXPORT,SEGU1049637,20,,N,1/8/2020 00:17,N,34918521,Chennai Container Terminal Pvt. Ltd. (CCTL),5/8/2020 00:35,TRUCK
Chennai Port,Southern,EXPORT,SAJU2031932,20,,N,1/8/2020 07:51,N,34926923,Chennai Container Terminal Pvt. Ltd. (CCTL),4/8/2020 00:21,TRUCK
